,Name,Sensitivity,Specificity,Accuracy,jaccard,dice_val
0,adam_bat8_30_epoc_noDA.h5,0.8730713036097416,0.9204668839769092,0.8968840828042546,0.7145012633864275,0.8089889190530125
1,adam_bat16_30_epoc_DA.h5,0.7944441788673823,0.9431407845415909,0.8880273018789165,0.6314788276335555,0.7529725162654946
2,adam_bat16_30_epoc_noDA.h5,0.8281909313828979,0.9606792275412549,0.9123539987528859,0.724039038882011,0.8163072428529354
3,rmsprop_bat8_30_epoch_noDA.h5,0.7911393435629696,0.9742586581211413,0.9048983289572683,0.6935695572532989,0.7989565691075592
4,rmsprop_bat16_30_epoc_DA.h5,0.731534523969754,0.9448933610331277,0.8559224876061593,0.5536218005063231,0.6925303154051107
5,rmsprop_bat16_30_epoch_noDA.h5,0.870897297836212,0.9646146503846417,0.926017700839483,0.7641416814165922,0.8490495222795967
